         11521085 function calls (10993404 primitive calls) in 5.859 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      191    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cpu.py:113(codegen)
      482    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:678(get_weight)
       55    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:731(set_style)
       21    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:929(_check_for_existing_members_)
       48    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/dispatcher.py:88(__init__)
       70    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/registry.py:50(typing_context)
       77    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:745(__delattr__)
       28    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/binding/dylib.py:15(add_symbol)
       80    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/builtins.py:437(generic)
       76    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/inline_closurecall.py:329(<listcomp>)
      182    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:1005(_mangle_arg_name)
       21    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/numbers.py:619(real_sub_impl)
       19    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:132(__init__)
       56    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:826(__setattr__)
       36    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:646(_loop_nest)
       48    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/targetconfig.py:237(copy)
       39    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:569(create_ir_module)
        1    0.000    0.000    0.003    0.003 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/random/generator_methods.py:1(<module>)
      159    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/functools.py:668(<listcomp>)
       57    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cloudpickle/cloudpickle.py:201(_whichmodule)
       28    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/containers.py:85(__init__)
      115    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1560(find_initial_try_block)
       39    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler_lock.py:25(is_locked)
    22/12    0.000    0.000    2.080    0.173 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/dispatcher.py:124(compile)
       14    0.000    0.000    0.005    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:427(__init__)
      138    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/event.py:276(done)
      395    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       21    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
        2    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:1675(__init__)
      266    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1745(code_locals)
       15    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1986(rotate)
      304    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typed_passes.py:40(fallback_context)
       49    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:570(__init__)
        3    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/rewrites/static_getitem.py:28(apply)
       80    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/enumdecl.py:48(generic)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:55(from_function_id)
       45    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1289(set_ydata)
       55    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:744(set_variant)
       71    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:1048(set_visible)
        2    0.000    0.000    0.029    0.014 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/functions.py:389(get_call_type)
       18    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1087(__init__)
       43    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/weakref.py:133(__getitem__)
       24    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/inspect.py:2839(args)
       29    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:138(_load_effective_address)
      108    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:1278(decorator)
       19    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/slicing.py:15(fix_index)
       18    0.000    0.000    0.009    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:347(<listcomp>)
      278    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:326(lhs)
       10    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:467(__call__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:421(_joinrealpath)
       15    0.000    0.000    0.063    0.004 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:301(create_cfunc_wrapper)
       10    0.000    0.000    0.004    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:413(generate)
      107    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir_utils.py:2228(<listcomp>)
       44    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/dispatcher.py:742(_callback_add_timer)
      115    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
       40    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:880(_object_compiled_hook)
        4    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1109(get_points)
       14    0.000    0.000    0.006    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:765(_set_scale)
      387    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/contextlib.py:431(__enter__)
        8    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/numbers.py:879(real_negate_impl)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ssa.py:107(<dictcomp>)
      126    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/inspect.py:2831(__init__)
       67    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:79(_is_private)
        1    0.000    0.000    0.001    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/rangeobj.py:17(make_range_iterator)
       86    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/bytecode.py:30(get_code_object)
      251    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numpy/core/function_base.py:18(_linspace_dispatcher)
       19    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:147(load_data)
       27    0.000    0.000    0.024    0.001 <frozen importlib._bootstrap_external>:1231(create_module)
       22    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cpu_options.py:25(__init__)
      278    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/instructions.py:330(rhs)
      232    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:58(pysig)
       22    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/untyped_passes.py:118(run_pass)
       20    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/weakref.py:46(__new__)
       42    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:865(normal_handler)
       16    0.000    0.000    0.500    0.031 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler.py:837(compile_internal)
        2    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/figure.py:3026(set_size_inches)
       22    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/imputils.py:187(user_function)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1381(__init__)
       74    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:48(_is_dunder)
        1    0.000    0.000    0.001    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/npdatetime.py:1(<module>)
      116    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/re/__init__.py:321(filter)
        1    0.000    0.000    0.005    0.005 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:1221(_save)
       32    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/consts.py:111(_infer_getattr)
      103    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:538(get_data_type)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:311(__init__)
       14    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1874(set_minor_locator)
       14    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:2025(_staircase)
       53    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:972(get_helper_class)
       76    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/analysis.py:375(Unknown)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/postproc.py:235(remove_dels)
       30    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/markers.py:228(__init__)
      120    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/inline_closurecall.py:803(debug_print)
      113    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:490(packed)
       22    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/numpy_support.py:253(resolve_output_type)
      105    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:53(get_return_type)
        1    0.000    0.000    0.004    0.004 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/typed/typedlist.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:637(set_data)
    25/23    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/re/_compiler.py:434(_get_literal_prefix)
       50    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:1716(get_global_value)
       33    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1065(__str__)
       45    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:453(intersect)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:94(match)
      186    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:230(_idom)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:234(_df)
       19    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:221(update)
       47    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:822(get_impl_key)
      321    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/containers.py:91(key)
        1    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/PIL/JpegImagePlugin.py:1(<module>)
      123    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/re/_parser.py:286(tell)
       55    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:2327(<listcomp>)
       57    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:489(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
        1    0.000    0.000    0.002    0.002 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:1(<module>)
       43    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1030(set_linespacing)
       50    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:489(op_STORE_FAST)
       84    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1257(<genexpr>)
       41    0.000    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:611(as_argument)
        4    0.000    0.000    0.003    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:811(lower_getitem)
      181    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/module.py:209(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/functions.py:353(__init__)
        8    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyfuncs.py:792(np_real_sqrt_impl)
      144    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:560(_raise_if_finalized)
        6    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/rewrites/static_raise.py:76(apply)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/callconv.py:108(init_call_helper)
        1    0.000    0.000    0.002    0.002 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/listobj.py:227(allocate_ex)
        1    0.000    0.000    0.006    0.006 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:2813(__init__)
      229    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:694(get_call_signature)
       10    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:343(_fix_invalid_lineno_ranges)
       87    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:45(get_data_type)
        1    0.000    0.000    0.001    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/mathdecl.py:1(<module>)
       50    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:329(set_rotation_mode)
       26    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/scipy/linalg/_basic.py:30(<listcomp>)
       76    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/untyped_passes.py:1643(get_analysis_usage)
       43    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/interpreter.py:2904(op_POP_JUMP_FORWARD_IF_FALSE)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/containers.py:472(__unliteral__)
       55    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/typing.py:1297(__setattr__)
     12/6    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/units.py:164(get_converter)
       30    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/markers.py:302(_set_fillstyle)
       44    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:610(_from_any)
      138    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:118(get)
        1    0.000    0.000    0.008    0.008 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/cffi/api.py:41(__init__)
       15    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       14    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:975(_find_data_type_)
       44    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:177(<listcomp>)
      169    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ssa.py:112(<listcomp>)
       76    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typed_passes.py:188(get_analysis_usage)
       48    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/target_extension.py:75(resolve_dispatcher_from_str)
        1    0.000    0.000    0.035    0.035 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:2328(save)
       69    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:757(set_weight)
       55    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1024(<listcomp>)
       39    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/compiler_lock.py:52(require_global_compiler_lock)
        7    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2237(_init)
       16    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:898(reset_ticks)
       31    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2331(blended_transform_factory)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:226(_post_doms)
      166    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/abstract.py:439(literal_value)
        2    0.000    0.000    0.059    0.030 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:5364(codegen)
       16    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/imputils.py:450(force_error_model)
       15    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:1326(verify)
      286    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       69    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/dispatcher.py:227(__exit__)
        7    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2496(_init)
        7    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/scipy/_lib/decorator.py:177(create)
       20    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:121(_weak_or_strong_ref)
       12    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:955(pointer_add)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/errors.py:511(__exit__)
      187    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:803(get_dummy_type)
       12    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:793(get_struct_type)
       40    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/codegen.py:893(_object_getbuffer_hook)
       10    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:152(store_data)
        1    0.000    0.000    0.008    0.008 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/cffi_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/random/generator_core.py:1(<module>)
       22    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:277(err_occurred)
       19    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:147(fix_integer_index)
       12    0.000    0.000    0.120    0.010 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:288(create_cpython_wrapper)
       48    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/setdecl.py:79(generic)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/runtime/nrt.py:61(library)
       84    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:1299(<genexpr>)
       22    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:1419(c_api_error)
        3    0.000    0.000    0.002    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:416(__init__)
       75    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cpu_options.py:53(__bool__)
      115    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:134(<lambda>)
       43    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:1021(resolve)
       46    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/npydecl.py:266(generic)
       40    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/consts.py:18(__init__)
       55    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:717(set_family)
       91    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:212(__init__)
        3    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/rangeobj.py:25(make_range_impl)
        1    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/rangeobj.py:1(<module>)
      160    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.001    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/cmathimpl.py:1(<module>)
      231    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:526(_get_reference)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/errors.py:322(indicate)
        7    0.000    0.000    0.004    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:734(is_true)
      208    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/misc.py:226(key)
        8    0.000    0.000    0.003    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:497(do_ufunc)
       24    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:900(if_zero)
        1    0.000    0.000    0.001    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/tupleobj.py:1(<module>)
       22    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/npydecl.py:159(<listcomp>)
