         11521085 function calls (10993404 primitive calls) in 5.859 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.006    0.003 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:643(__init__)
       43    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/weakref.py:352(__init__)
      106    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:642(keyfunc)
      153    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:700(<genexpr>)
       67    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:59(_is_sunder)
       65    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/callconv.py:380(build_excinfo_struct)
       49    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:239(make_intp_const)
       36    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/importlib/metadata/__init__.py:478(<genexpr>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
      118    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/re/_parser.py:109(__init__)
       14    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/builtins.py:605(generic)
       15    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:869(gil_release)
        1    0.000    0.000    0.122    0.122 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/pyplot.py:691(figure)
       20    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:482(pack_value)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/errors.py:313(code)
       36    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       46    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:889(__init__)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:198(_exit_points)
       26    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/scipy/linalg/_decomp_lu.py:14(<listcomp>)
       12    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:794(_scalar_pred_against_zero)
        8    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/pycparser/plyparser.py:116(_create_param_rules)
        4    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/spines.py:35(__init__)
        4    0.000    0.000    0.005    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/linecache.py:80(updatecache)
       10    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:369(<listcomp>)
       99    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:191(__init__)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:210(_topo_order)
       28    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1889(__init__)
       36    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/inspect.py:2773(__str__)
       40    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/builtins.py:553(generic)
       19    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:38(_wrapit)
      191    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1878(blocks)
       16    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:555(_get_data_path)
      152    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:482(packed)
      104    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/functions.py:499(_get_object)
        8    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numpy/lib/shape_base.py:612(column_stack)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:108(__init__)
      230    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/byteflow.py:1525(outgoing_edges)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:499(<dictcomp>)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:465(<dictcomp>)
       48    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/scipy/linalg/lapack.py:861(backtickrepl)
        1    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/gridspec.py:145(get_grid_positions)
        2    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/runtime/nrtdynmod.py:111(_define_atomic_inc_dec)
       55    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:783(set_stretch)
        3    0.000    0.000    0.002    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:4265(_parse_shape)
       82    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:465(_KernelImpl)
       98    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/collections/__init__.py:424(<genexpr>)
       12    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/misc.py:219(__init__)
    27/24    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
       53    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:63(_scale_dashes)
       43    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1321(set_usetex)
       47    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/re/_compiler.py:396(_simple)
       11    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/numbers.py:359(int_ne_impl)
       14    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:1969(__init__)
       10    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/typing.py:168(_type_check)
        6    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numpy/core/getlimits.py:558(smallest_normal)
      231    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/values.py:342(bitcast)
       36    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/listdecl.py:90(generic)
       38    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/errors.py:319(filename)
       48    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:1332(get_null_object)
       60    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/imputils.py:55(decorate)
        1    0.000    0.000    0.001    0.001 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_axes.py:5453(imshow)
       47    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1343(__add__)
    29/15    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:917(get_xaxis_transform)
      251    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numpy/core/multiarray.py:668(result_type)
       76    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/lowering.py:137(post_lower)
       17    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/templates.py:1298(__init__)
       50    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/ir.py:854(__init__)
        8    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:517(__init__)
      221    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:245(from_data)
       11    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/path.py:99(__init__)
       77    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:29(decorator)
        1    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/experimental/function_type.py:1(<module>)
       69    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/dispatcher.py:223(__enter__)
       22    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/dispatcher.py:758(_callback_add_llvm_timer)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/inline_closurecall.py:73(__init__)
       15    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:1141(string_from_string)
       39    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:547(get_return_type)
       21    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:472(increment_index)
       10    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/types/containers.py:256(__unliteral__)
       77    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:27(register)
       15    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:330(err_write_unraisable)
      217    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:248(from_argument)
        7    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/enum.py:1004(_find_new_)
       48    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeconv/typeconv.py:66(get_pointer)
      168    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
       82    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:443(_ufunc_db_function)
        4    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:338(max)
        5    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2510(_process_unit_info)
    18/12    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1680(_safe_first_finite)
       17    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:734(_convert_units)
        7    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/typing.py:1353(__init__)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/utils.py:272(pop)
       19    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:885(get_siblings)
       12    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/pythonapi.py:228(incref)
      328    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       30    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2041(translate)
       14    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typeinfer.py:289(<listcomp>)
      138    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/event.py:262(__init__)
        1    0.000    0.000    0.007    0.007 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/cffi/cparser.py:1(<module>)
       17    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/numpy_support.py:222(map_layout)
       28    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/base.py:984(make_helper)
        1    0.000    0.000    0.004    0.004 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/typed/typeddict.py:1(<module>)
     42/4    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2384(_invalidate_internal)
       18    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/arrayobj.py:178(<listcomp>)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/funcdesc.py:79(lookup_globals)
       40    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1098(set_fontsize)
        8    0.000    0.000    0.002    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/cpython/listobj.py:150(__init__)
       30    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1839(is_separable)
      140    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/controlflow.py:222(_in_loops)
       76    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/datamodel/models.py:34(__init__)
       18    0.000    0.000    0.001    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/np/npyimpl.py:380(<listcomp>)
       38    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/transforms.py:732(_eliminate_nested_withs)
      223    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/llvmlite/ir/types.py:155(_to_string)
       34    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/typing/context.py:228(<listcomp>)
      201    0.000    0.000    0.000    0.000 /Users/adamkudelas/anaconda3/lib/python3.11/site-packages/numba/core/cgutils.py:231(_cast_member_to_value)
